Ship,Berth,MooringTime,HandlingTime
11,0,23,32
40,0,73,15
73,0,154,11
79,1,167,42
3,2,9,23
54,2,105,5
59,2,118,1
70,2,148,45
15,3,24,31
48,3,86,8
50,3,96,17
75,3,159,31
20,4,27,37
12,5,23,9
16,5,32,8
31,5,50,17
38,5,72,17
51,5,96,13
68,5,143,18
0,6,3,19
28,6,40,9
45,6,82,7
56,6,115,29
71,6,150,30
78,6,180,22
36,7,63,4
69,7,147,35
19,8,27,28
33,8,55,28
55,8,107,15
2,9,7,9
14,9,24,19
44,9,79,11
63,9,129,15
47,10,85,28
25,11,31,40
57,11,116,90
5,12,13,8
18,12,26,8
8,13,18,12
13,13,30,25
42,13,74,26
60,13,120,9
72,13,151,7
22,14,28,51
65,14,130,39
21,15,28,32
46,15,84,58
23,16,30,18
37,16,71,18
49,16,89,10
53,16,104,14
77,16,164,25
7,17,17,26
30,17,48,23
66,17,136,38
1,18,5,5
4,18,11,5
9,18,19,9
17,18,28,7
26,18,35,10
24,18,45,21
35,18,66,4
39,18,72,5
41,18,77,9
43,18,86,10
61,18,126,11
62,18,137,9
67,18,146,14
76,18,160,7
74,18,167,11
6,19,16,3
10,19,20,5
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
